,name,type,category,price,datakey,url
2507,[Giáo án] - Giáo án Sinh Học lớp 6 chuẩn cả năm (Word).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,30000,786,https://drive.google.com/file/d/1Uu3l4VV2nII5I8klDwCrrYt_Pf62GN6N/view?usp=sharing
2508,[Giáo án] - Giáo án theo PHƯƠNG PHÁP MỚI Sinh Học lớp 6 (Word).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,30000,785,https://drive.google.com/file/d/1btTivHOXKum241CBC_4goS3Lvgz9ozid/view?usp=sharing
2509,[Chuyên đề] - CĐ SINH 6 - Soạn bởi nhóm giáo viên chuyên Sư Phạm.zip,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,784,https://drive.google.com/drive/folders/1OS2SGoADIwWJCrcXT4DQPCmksueYvYEO?usp=sharing
2510,KHBD GIÁO ÁN WORD CHÍNH KHÓA – KHOA HỌC 5 - CẢ NĂM - [KẾT NỐI TRI THỨC],khoa-hoc-5,khoa-hoc-tu-nhien,299000,22883,https://drive.google.com/drive/folders/17xDoeeMPTpnEki2GBla2WsMZpsIvitgF?usp=drive_link
2511,POWER POINT CHÍNH KHÓA – KHOA HỌC 5 - CẢ NĂM - [KẾT NỐI TRI THỨC],khoa-hoc-5,khoa-hoc-tu-nhien,299000,22882,https://drive.google.com/drive/folders/15xyNHVivs6uFR5ewkUvvauDoyDPpq0K5?usp=drive_link
2512,KHBD GIÁO ÁN WORD CHÍNH KHÓA – KHOA HỌC 5 - CẢ NĂM - [CHÂN TRỜI SÁNG TẠO],khoa-hoc-5,khoa-hoc-tu-nhien,299000,22881,https://drive.google.com/drive/folders/1ci-MNQaZ-gMSxICieNfShffRWwFLMcYn?usp=drive_link
2513,POWER POINT CHÍNH KHÓA – KHOA HỌC 5 - CẢ NĂM - [CHÂN TRỜI SÁNG TẠO],khoa-hoc-5,khoa-hoc-tu-nhien,299000,22880,https://drive.google.com/drive/folders/1Nr7qSPjSEk8OBjY5Jti3WrkMDrVnvOKP?usp=drive_link
2514,KHBD GIÁO ÁN WORD CHÍNH KHÓA – KHOA HỌC 5 - CẢ NĂM - [CÁNH DIỀU],khoa-hoc-5,khoa-hoc-tu-nhien,299000,22879,https://drive.google.com/drive/folders/16UJD3eQrG_8feEAZQ_508rZeAfNvf7qh?usp=drive_link
2515,POWER POINT CHÍNH KHÓA – KHOA HỌC 5 - CẢ NĂM - [CÁNH DIỀU],khoa-hoc-5,khoa-hoc-tu-nhien,299000,22878,https://drive.google.com/drive/folders/1kHySDWjg4jOrRDe3W6Q7ozXmw1RrngWk?usp=drive_link
2516,POWER POINT MÔN TNXH 3 CÁNH DIỀU (Theo tuần).zip,tu-nhien-va-xa-hoi-3,khoa-hoc-tu-nhien,199000,12348,https://drive.google.com/drive/folders/1Zgn4qMmE5w0p2AqvQQtvtiSWWH4EIWqS?usp=drive_link
2517,CHUYÊN ĐỀ TỔNG HỢP BỒI DƯỠNG HSG SỬ 12 - FILE WORD.rar,lich-su-12,lich-su-dia-ly,299000,10795,https://drive.google.com/drive/folders/1O98KclZmllozYdZe-C5nMxM3glEopuzE?usp=sharing
2518,[Chuyên đề] - CĐ SỬ 12 - Soạn bởi nhóm giáo viên sư phạm (HOT).zip,lich-su-12,lich-su-dia-ly,199000,1689,https://drive.google.com/drive/folders/1xIJLdq2FtqgR1WwQ9SB_Y5U1tuWBEWYX?usp=sharing
2519,[Bài tập] - Câu Hỏi Và Bài Tập Trắc Nghiệm Lịch Sử Theo Chủ Đề 12 - [File Word].zip,lich-su-12,lich-su-dia-ly,99000,1688,https://drive.google.com/drive/u/5/folders/18CvADV3mCR2f7QPiQmFG_cIhk2Iz49Xi
2520,[Bài tập] - Bộ 1225 câu hỏi trắc nghiệm môn Lịch Sử chọn lọc theo mức độ vận dụng kèm lời giải chi tiết.zip,lich-su-12,lich-su-dia-ly,299000,1687,https://drive.google.com/drive/folders/1dcmv_8fvp2vHivn0u0L_VoxrGaygwa_Q?usp=sharing
2521,GÓI ÔN LUYỆN TRẮC NGHIỆM THI TỐT NGHIỆP THPT FORM NĂM 2025 - MÔN LỊCH SỬ (Theo Chương trình giáo dục phổ thông 2018).zip,lich-su-12,lich-su-dia-ly,399000,21759,https://drive.google.com/drive/folders/1wAHF-wRV7FnRneTeuiYbInjxpfZ8X_rF?usp=drive_link
2522,KHBD GIÁO ÁN WORD CHÍNH KHÓA – LỊCH SỬ 12- CẢ NĂM - [KẾT NỐI TRI THỨC],lich-su-12,lich-su-dia-ly,399000,20432,https://drive.google.com/drive/folders/1c4UdywGkWTs3alXn5CnHg2YiNFkDHljs?usp=drive_link
2523,POWER POINT CHÍNH KHÓA – LỊCH SỬ 12- CẢ NĂM - [KẾT NỐI TRI THỨC],lich-su-12,lich-su-dia-ly,499000,20431,https://drive.google.com/drive/folders/1_mS1-T8kKP43Do6JRe5zpkPvqF1nMTxs
2524,KHBD GIÁO ÁN WORD SÁCH CHUYÊN ĐỀ – LỊCH SỬ 12- CẢ NĂM - [KẾT NỐI TRI THỨC],lich-su-12,lich-su-dia-ly,399000,20430,https://drive.google.com/drive/folders/152zfOHq_Nm1Zbi_WJVbE1anYPimP7GyT?usp=drive_link
2525,POWER POINT SÁCH CHUYÊN ĐỀ – LỊCH SỬ 12- CẢ NĂM - [KẾT NỐI TRI THỨC],lich-su-12,lich-su-dia-ly,399000,20429,https://drive.google.com/drive/folders/1xBu5e83xjMA3wQIDgexrxTh0h1eqL9Y_?usp=drive_link
2526,KHBD GIÁO ÁN WORD CHÍNH KHÓA – LỊCH SỬ 12- CẢ NĂM - [CHÂN TRỜI SÁNG TẠO],lich-su-12,lich-su-dia-ly,399000,20428,https://drive.google.com/drive/folders/1uMZrXxlYv4HQXJYQDi6SDSC-NNWDMAdy?usp=drive_link
2527,POWER POINT CHÍNH KHÓA – LỊCH SỬ 12- CẢ NĂM - [CHÂN TRỜI SÁNG TẠO],lich-su-12,lich-su-dia-ly,499000,20427,https://drive.google.com/drive/folders/19lflQm6c-9EzhBlXc1R2M-0X049OZcQF?usp=drive_link
2528,KHBD GIÁO ÁN WORD SÁCH CHUYÊN ĐỀ – LỊCH SỬ 12- CẢ NĂM - [CHÂN TRỜI SÁNG TẠO],lich-su-12,lich-su-dia-ly,399000,20426,https://drive.google.com/drive/folders/1jbxXFMWCO2bWSZYATq3pw8SQMZkGI9z0?usp=drive_link
